id,area,feature,current_status,user_story,expected_behavior,verify_method,hist_status,hist_loop1,hist_errors,hist_loop2,code_basis,r2_test_status,r2_test_evidence,r2_defects,r2_fix_location,r2_retest_status,r2_retest_evidence,r2_blocker
CLH-07,claude-hook,envelope validity,removed,"As the pipeline, hook envelopes ingest like any other emitter",envelopes pass validate-envelope; runtime=claude -> lifecycle liveness domain,smoke.sh + ingest --once,removed,pass,,removed: could record a permission request but never decide it; cmux workstream keeps claude visibility,,removed,"No claude hook envelope producer. ingest.ts:300 maps runtime==='claude' to lifecycle domain, but no emitter produces claude envelopes (detectRuntime never returns claude); claude rows arrive via cmux/manage transcript readers.",,,removed,feature removed from codebase.,feature removed from codebase; verify removal
CLH-08,claude-hook,unknown event tolerance,removed,"As a Claude user, future hook events are ignored safely","unmatched hook_event_name -> no event, exit 0",behavioral,removed,pass,,removed: could record a permission request but never decide it; cmux workstream keeps claude visibility,,removed,grep src/ for hook_event_name / unknown-hook-event tolerance switch: no claude-hook event dispatcher remains.,,,removed,feature removed from codebase.,feature removed from codebase; verify removal
PUL-01,pull,spool transfer,pass,"As an operator, devbox spool mirrors to local for ingest",rsync -a with include seg-*/active-*.ndjson exclude * from remote spool to ~/.overload/spool/devbox; summary files/bytes parsed from %n|%l,behavioral: local rsync fixture,pass,pass,,pass (loop-2 rerun / suite 126-test green),"src/pull/pull.ts: runOnce rsync -a --out-format=%n|%l --max-size=8m --include seg-*.ndjson/active-*.ndjson --exclude=* (L48-53), parseTransferOutput L148-160 (TRANSFERRED_FILE, %n|%l)",pass,"behavioral local rsync fixture (HOME=tmp, remote=local, fake ssh exit 0): seg-aaa-1.ndjson + active-bbb-2.ndjson transferred -> 'pull files=2 bytes=6'; ignore.txt excluded; dest preserved unrelated files
[audit-confirmed] 'pulls seg and active files...ignored.txt excluded...summary.files/bytes'. [real unit]
[audit-confirmed] 'pulls seg and active files...ignored.txt excluded...summary.files/bytes'. [real unit]",,,pass,"behavioral local rsync fixture (HOME=tmp, remote=local, fake ssh exit 0): seg-aaa-1.ndjson + active-bbb-2.ndjson transferred -> 'pull files=2 bytes=6'; ignore.txt excluded; dest preserved unrelated files
[audit-confirmed] 'pulls seg and active files...ignored.txt excluded...summary.files/bytes'.... | 全量回归: 747 pass/1 skip/0 fail (docs/history/test-logs/full-test-log-final-20260922-151847.txt)",
PUL-02,pull,ssh preflight,pass,"As an operator, unreachable devbox fails fast",ssh BatchMode ConnectTimeout=5 <remote> true before rsync; failure counts toward threshold,behavioral: false ssh,pass,pass,,pass (loop-2 rerun / suite 126-test green),src/pull/pull.ts: runOnce ssh preflight L42-44 (ssh -o BatchMode=yes -o ConnectTimeout=5 -- <remote> true) before rsync; failure -> runOnce catch increments failures,pass,"behavioral false ssh (fake ssh exit 255): run fails rc=1 'pull files=0 bytes=0 failures=1', counted toward threshold
[audit-new-test] test/audit-pipeline-pull.test.ts: PUL-02 fake ssh records args: BatchMode=yes + ConnectTimeout=5 present. [mock/unit]
[audit-new-test] test/audit-pipeline-pull.test.ts: PUL-02 fake ssh records args: BatchMode=yes + ConnectTimeout=5 present. [mock/unit]",,,pass,new test test/audit-pipeline-pull.test.ts: PUL-02 fake ssh records args: BatchMode=yes + ConnectTimeout=5 present. [mock/unit] | 全量回归: 747 pass/1 skip/0 fail (docs/history/test-logs/full-test-log-final-20260922-151847.txt),
PUL-03,pull,outage lifecycle,pass,"As an operator, sustained pull failure raises one devbox incident",fail_threshold(4) consecutive failures -> source_outage{source:devbox} once (state+journal dedup); next success -> source_recovered + reset,test: pull.test/p3-pull,pass,pass,,pass (loop-2 rerun / suite 126-test green),src/pull/pull.ts: runOnce L62-69 fail_threshold consecutive failures -> source_outage{source:devbox} once (state.outage_reported + sourceOutageOpen journal dedup L73-84); next success L55-58 -> source_recovered + reset,pass,"bun test src/pull/pull.test.ts 4/4 + test/p3-pull.test.ts 2/2 ('outage threshold is four failures and recovery is one transition'). Behavioral fail-threshold=2: 1st fail outage_reported=false, 2nd consecutive fail outage_reported=true, subsequent success resets failures=0/outage_reported=false and emits recovered
[audit-confirmed] 'emits one outage at consecutive failure threshold + journal dedup' (6 fails -> 1 outage). [real unit]
[audit-confirmed] 'emits one outage at consecutive failure threshold + journal dedup' (6 fails -> 1 outage). [real unit]",,,pass,"bun test src/pull/pull.test.ts 4/4 + test/p3-pull.test.ts 2/2 ('outage threshold is four failures and recovery is one transition'). Behavioral fail-threshold=2: 1st fail outage_reported=false, 2nd consecutive fail outage_reported=true, subsequent success resets failures=0/outage_reported=false and... | 全量回归: 747 pass/1 skip/0 fail (docs/history/test-logs/full-test-log-final-20260922-151847.txt)",
PUL-04,pull,pull heartbeat,pass,"As the watchdog, pull liveness is observable",successful pull touches ~/.overload/pull.heartbeat (0600); failures do not,behavioral,pass,pass,,pass (loop-2 rerun / suite 126-test green),src/pull/pull.ts: touchSecure L169-176 (utimes + 0600) called on success path L59 only; not in catch/failure path,pass,"behavioral: success -> pull.heartbeat exists, perms=600; failure (ssh exit 255) -> pull.heartbeat absent
[audit-new-test] test/audit-pipeline-pull.test.ts: PUL-04 failing run leaves pull.heartbeat absent (success touch already covered). [real unit]
[audit-new-test] test/audit-pipeline-pull.test.ts: PUL-04 failing run leaves pull.heartbeat absent (success touch already covered). [real unit]",,,pass,new test test/audit-pipeline-pull.test.ts: PUL-04 failing run leaves pull.heartbeat absent (success touch already covered). [real unit] | 全量回归: 747 pass/1 skip/0 fail (docs/history/test-logs/full-test-log-final-20260922-151847.txt),
PUL-05,pull,state persistence,pass,"As an operator, failure counts survive restarts","pull-state.json written atomically (tmp+rename, 0600) with failures/outage_reported",test: pull.test,pass,pass,,pass (loop-2 rerun / suite 126-test green),"src/pull/pull.ts: saveState L113-119 atomic tmp+rename (mode 0600, chmod), loadState L103-111 persists failures/outage_reported across restarts",pass,"behavioral: after 1 fail pull-state.json {failures:1,outage_reported:false} perms=600; 2nd fail increments to failures:2; success resets to failures:0/outage_reported:false
[audit-new-test] test/audit-pipeline-pull.test.ts: PUL-05 after one fail pull-state.json is 0600 and {failures:1,outage_reported:false}. [real unit]
[audit-new-test] test/audit-pipeline-pull.test.ts: PUL-05 after one fail pull-state.json is 0600 and {failures:1,outage_reported:false}. [real unit]",,,pass,"new test test/audit-pipeline-pull.test.ts: PUL-05 after one fail pull-state.json is 0600 and {failures:1,outage_reported:false}. [real unit] | 全量回归: 747 pass/1 skip/0 fail (docs/history/test-logs/full-test-log-final-20260922-151847.txt)",
PUL-06,pull,single-flight,pass,"As an operator, overlapping pull intervals never race","flock -n re-exec with --locked, or mkdir lockdir fallback; second instance exits 0 without pulling",behavioral: concurrent runs,pass,pass,,pass (loop-2 rerun / suite 126-test green),src/pull/pull.ts: underSingleFlight L218-232 (flock -n re-exec --locked when available; mkdir lockdir fallback returns 0 on EEXIST); second instance exits 0 without pulling,pass,"behavioral concurrent runs (no flock on mac -> mkdir fallback): first instance pulls rc=0; overlapping second instance rc=0 with empty output (no 'files=', did not pull)
[audit-downgraded] missing_assertions: second concurrent instance exits 0 without pulling (mkdir fallback or flock -n re-exec)
[audit-downgraded] missing_assertions: second concurrent instance exits 0 without pulling (mkdir fallback or flock -n re-exec)
[shard-pass] test/pull-singleflight.test.ts: macOS has no flock(1) (which flock rc=1), so underSingleFlight takes the mkdir lockdir (<lock>.d) fallback. tmp lockdir with fake ssh script holding 6s and fake rsync script appending one marker line per invocation: first underSingleFlight acquired <lock>.d and proceeded into execute(); a second con",,"src/pull/pull.ts: underSingleFlight now exported (added `export` keyword only, L235) so the unit test can drive it directly; runtime behavior unchanged. test.skipIf(Bun.which('flock')) guards the mkdir branch; hosts with flock(1) take the re-exec path and are skipped, not asserted wrongly.",pass,"test/pull-singleflight.test.ts: macOS has no flock(1) (which flock rc=1), so underSingleFlight takes the mkdir lockdir (<lock>.d) fallback. tmp lockdir with fake ssh script holding 6s and fake rsync script appending one marker line | 全量回归: 747 pass/1 skip/0 fail (docs/history/test-logs/full-test-log-final-20260922-151847.txt)",
PUL-07,pull,pull config contract,pass,"As an operator, pull is tunable with safe defaults",flags remote/remote-spool/dest/ssh-cmd/rsync-cmd/fail-threshold/timeout-ms/ledger/admin-spool/heartbeat/state/lock; invalid arg/exit 2; --once single run,behavioral: bad arg,pass,pass,,pass (loop-2 rerun / suite 126-test green),"src/pull/pull.ts: loadConfig L190-216 flag parsing (remote/remote-spool/dest/ssh-cmd/rsync-cmd/fail-threshold/timeout-ms/ledger/admin-spool/heartbeat/state/lock), positiveInteger L178-183 throw, rejectLeadingDash L184-187 exit 2, main L240-250 exit 2 on invalid arg, --once single run",pass,"behavioral: --fail-threshold 0 -> exit 2 'expected positive integer, got: 0'; --unknownflag (missing value) -> exit 2 'invalid argument: --unknownflag'
[audit-new-test] test/audit-pipeline-pull.test.ts: PUL-07 loadConfig('--fail-threshold','0') rejects; unknown flag throws (exit-2 contract). [unit]
[audit-new-test] test/audit-pipeline-pull.test.ts: PUL-07 loadConfig('--fail-threshold','0') rejects; unknown flag throws (exit-2 contract). [unit]",,,pass,"new test test/audit-pipeline-pull.test.ts: PUL-07 loadConfig('--fail-threshold','0') rejects; unknown flag throws (exit-2 contract). [unit] | 全量回归: 747 pass/1 skip/0 fail (docs/history/test-logs/full-test-log-final-20260922-151847.txt)",
PUL-08,pull,time budget,pass,"As an operator, a hung transfer cannot pile up",one deadline (55s default) shared across ssh+rsync; overrun kills child and fails the run,test: pull.test timeout,pass,pass,,pass (loop-2 rerun / suite 126-test green),"src/pull/pull.ts: runOnce shared deadline L40 (Date.now()+timeout_ms, default 55s) across ssh L42 and rsync L48; runCommand timeout kill",fail,"INITIAL behavioral (HOME=tmp, timeout-ms=1500, fake ssh='sleep 60'): run blocked full 60.07s (start->end) before rc=1. runCommand only called proc.kill() (SIGTERM) on the direct child; a shell wrapping a hung grandchild defers SIGTERM until the child exits naturally, so the deadline did not bound wall-clock — hung transfer piles up past the 55s budget.
[audit-new-test] test/audit-pipeline-pull.test.ts: PUL-08 fake ssh 'sleep 60' with timeout_ms=1500 fails at 1512ms (SIGTERM budget + SIGKILL escalation), not 60s. [real unit]
[audit-new-test] test/audit-pipeline-pull.test.ts: PUL-08 fake ssh 'sleep 60' with timeout_ms=1500 fails at 1512ms (SIGTERM budget + SIGKILL escalation), not 60s. [real unit]","PUL-08 defect: hung ssh/rsync child was not reaped within the time budget. SIGTERM to the direct process pid does not terminate a shell waiting on a foreground hung grandchild (bash defers SIGTERM until child exits); the run instead blocked for the natural child lifetime (60s), violating the shared-deadline guarantee.","src/pull/pull.ts: new killProcessTree() helper + runCommand() — spawn child with {detached:true} (own process-group leader); on timeout send /bin/kill -s TERM -<pgid> to the whole group, escalate /bin/kill -s KILL -<pgid> after 800ms if not torn down; /bin/kill failure falls back to proc.kill(SIGTERM/SIGKILL).",pass,"修复后: runCommand超时后TERM正常结束不再后发KILL(killTimer存入并在finally清除);忽略TERM必须800ms后升级KILL;孙进程持stdout时Promise.all不resolve,KILL定时器保留到组死。killProcessTree改为async,await /bin/kill exited检查退出码,非零fallback proc.kill。test/signal-kill-escalation.test.ts 6 pass(TERM正常无KILL/忽略TERM升级/孙持pipe收敛/正常echo无信号/pull+recon各覆盖)。挂起ssh从60s→2.3s。 | 全量回归: 747 pass/1 skip/0 fail (docs/history/test-logs/full-test-log-final-20260922-151847.txt) | 2026-09-22 flaky测试修复: signal-kill-escalation.test.ts ""TERM respected"" 在全量并行下因子进程>800ms才处理TERM导致KILL误触发(1次失败,exit 1). 根因为测试时序竞态非业务缺陷. 修复: Node.js即时信号处理脚本+就绪握手+有界poll(2500ms)替代固定sleep(1300ms)+移除非核心settle时序断言. 验证: 该文件连续3次6/6pass; 全量连续2次755/1/0 exit 0. 失败历史见 docs/history/test-logs/signal-kill-flaky-failure-20260922.txt. 全量日志: docs/history/test-logs/full-test-log-final-20260922-154145.txt, docs/history/test-logs/full-test-log-run2-20260922.txt",
INS-01,installer,hook install,removed,"As an operator, installing hooks preserves my Claude settings",jq merge into settings.json; owned entries marked OVERLOAD_CLAUDE_HOOK=1; idempotent; .bak backup; 0600 atomic replace,behavioral: scratch settings,pass,pass,,pass (loop-2 rerun / suite 126-test green),scripts/install-claude-hooks.sh (no longer present in working tree),removed,"scripts/install-claude-hooks.sh deliberately deleted in commit 342ab0e (""delete dead weight"", 107 lines) along with src/hooks/claude/overload-hook.sh. docs/guides/integrations.md:63-68 documents the dedicated Claude hook was removed because it could record a permission request but had no durable response channel. Claude Code visibility is now provided by cmux workstream file (src/ingest/cmux.ts) and manage transcript reader (src/manage/readers/claude.ts). grep src/ scripts/ for install-claude-hooks: 0 hits. Story is superseded/obsolete, not blocked — the subsystem was intentionally removed.","Story expects jq merge into ~/.claude/settings.json with OVERLOAD_CLAUDE_HOOK=1 markers, .bak backup, 0600 atomic replace. That installer no longer exists.","No fix applied: restoring a security-sensitive, intentionally-removed hook installer would contradict the documented product decision (docs/guides/integrations.md) and reintroduce a non-functional permission recorder. CSV is out of bounds to edit.",removed,Feature intentionally removed; no behavioral test possible or desired.,
INS-02,installer,hook uninstall,removed,"As an operator, uninstalling removes only Overload entries",--uninstall filters only marker-owned hooks; unrelated matchers untouched; empty hooks key deleted,behavioral,pass,pass,,pass (loop-2 rerun / suite 126-test green),scripts/install-claude-hooks.sh --uninstall (no longer present),removed,"scripts/install-claude-hooks.sh deliberately deleted in commit 342ab0e (""delete dead weight"", 107 lines) along with src/hooks/claude/overload-hook.sh. docs/guides/integrations.md:63-68 documents the dedicated Claude hook was removed because it could record a permission request but had no durable response channel. Claude Code visibility is now provided by cmux workstream file (src/ingest/cmux.ts) and manage transcript reader (src/manage/readers/claude.ts). grep src/ scripts/ for install-claude-hooks: 0 hits. Story is superseded/obsolete, not blocked — the subsystem was intentionally removed.",Uninstall behavior untestable; underlying installer removed.,No fix applied (same intentional removal as INS-01).,removed,Feature intentionally removed; no behavioral test possible or desired.,
INS-03,installer,event registration,removed,"As an operator, the right Claude events are hooked",SessionStart/Stop/SubagentStop/Notification matcher '' and PermissionRequest matcher * with timeout 35,behavioral: jq inspect,pass,pass,,pass (loop-2 rerun / suite 126-test green),"scripts/install-claude-hooks.sh event registration (SessionStart/Stop/SubagentStop/Notification, PermissionRequest * timeout 35) - no longer present",removed,"scripts/install-claude-hooks.sh deliberately deleted in commit 342ab0e (""delete dead weight"", 107 lines) along with src/hooks/claude/overload-hook.sh. docs/guides/integrations.md:63-68 documents the dedicated Claude hook was removed because it could record a permission request but had no durable response channel. Claude Code visibility is now provided by cmux workstream file (src/ingest/cmux.ts) and manage transcript reader (src/manage/readers/claude.ts). grep src/ scripts/ for install-claude-hooks: 0 hits. Story is superseded/obsolete, not blocked — the subsystem was intentionally removed.",Event-registration contract untestable; installer removed.,No fix applied (same intentional removal).,removed,Feature intentionally removed; no behavioral test possible or desired.,
DEP-01,deploy,devbox extension deploy,pass,"As an operator, one command prepares the devbox",scp extension to ~/.pi and ~/.omp agent extension dirs; writes host=devbox 0600; dirs 0700; prime intentionally excluded,behavioral: --dry-run inspection,pass,pass,,pass (loop-2 rerun / suite 126-test green),scripts/deploy-devbox.sh,pass,"--dry-run previews: ssh mkdir/chmod 700 on ~/.pi/agent/extensions, ~/.omp/agent/extensions, ~/.overload; scp extension to both pi and omp remote paths; ssh writes 'devbox' to ~/.overload/host and chmod 600 host+both extensions. Prime intentionally excluded (no prime scp line).
[audit-new-test] test/setup-deploy.test.ts: deploy-devbox.sh --dry-run previews ssh mkdir/chmod 700, scp to pi+omp, writes host=devbox chmod 600; no prime line; every preview line starts '+ '.
[audit-new-test] test/setup-deploy.test.ts: deploy-devbox.sh --dry-run previews ssh mkdir/chmod 700, scp to pi+omp, writes host=devbox chmod 600; no prime line; every preview line starts '+ '.",,,pass,"new test test/setup-deploy.test.ts: deploy-devbox.sh --dry-run previews ssh mkdir/chmod 700, scp to pi+omp, writes host=devbox chmod 600; no prime line; every preview line starts '+ '. | 全量回归: 747 pass/1 skip/0 fail (docs/history/test-logs/full-test-log-final-20260922-151847.txt)","non-dry-run real ssh/scp to the devbox host needs a live host; story verify_method is dry-run only.
non-dry-run real ssh/scp to the devbox host needs a live host; story verify_method is dry-run only."
DEP-02,deploy,deploy contract,pass,"As an operator, deploy misuse fails fast",--dry-run prints commands without executing; unknown arg -> usage exit 2,behavioral,pass,pass,,pass (loop-2 rerun / suite 126-test green),scripts/deploy-devbox.sh,pass,"--dry-run prints the ssh/scp commands with a leading '+ ' without executing. Unknown arg (--force) and extra arg (--dry-run extra) both print usage to stderr and exit 2.
[audit-new-test] test/setup-deploy.test.ts: --dry-run prints '+ <cmd>' without executing; unknown arg and extra arg both -> usage stderr rc=2.
[audit-new-test] test/setup-deploy.test.ts: --dry-run prints '+ <cmd>' without executing; unknown arg and extra arg both -> usage stderr rc=2.",,,pass,new test test/setup-deploy.test.ts: --dry-run prints '+ <cmd>' without executing; unknown arg and extra arg both -> usage stderr rc=2. | 全量回归: 747 pass/1 skip/0 fail (docs/history/test-logs/full-test-log-final-20260922-151847.txt),
OPS-06,ops,recon failure alarm,pass,"As an operator, recon crashes are surfaced independently",maintenance.sh: recon nonzero -> osascript notification; watchdog still runs; watchdog status wins exit,behavioral: forced recon failure,pass,pass,,pass (loop-2 rerun / suite 126-test green),"scripts/maintenance.sh (recon first, then watchdog; osascript notification emitted by recon/nudge per launchd/README.md)",pass,"Forced recon nonzero (exit 7) still runs watchdog.sh (marker logged both scenarios); when watchdog exits nonzero its status wins the exit code; when watchdog is 0 recon_status propagates. README documents the aggregated osacript notification on Now empty->non-empty transition.
[audit-new-test] test/maintenance.test.ts: forced recon nonzero still runs watchdog.sh (marker); nonzero watchdog status wins exit code; 0 watchdog propagates recon_status.
[audit-new-test] test/maintenance.test.ts: forced recon nonzero still runs watchdog.sh (marker); nonzero watchdog status wins exit code; 0 watchdog propagates recon_status.",,,pass,new test test/maintenance.test.ts: forced recon nonzero still runs watchdog.sh (marker); nonzero watchdog status wins exit code; 0 watchdog propagates recon_status. | 全量回归: 747 pass/1 skip/0 fail (docs/history/test-logs/full-test-log-final-20260922-151847.txt),
OPS-07,ops,pull launchd job,pass,"As an operator, devbox pull runs every minute unattended",pull.plist: 60s interval bun src/pull/pull.ts --once; documented in launchd README,plutil + README cross-check,fixed+verified,FAIL,E7: launchd/README.md documents 3 jobs; pull.plist absent from install/uninstall instructions,pass — fixed: launchd/README.md documents 4 jobs incl. pull install/uninstall,"launchd/README.md + launchd/app.overload.pull.plist + scripts/install-launchd.sh (labels line 48, pull write_plist line 63)",pass,"fixed-historical confirmed: pull.plist lints OK (StartInterval 60, bun src/pull/pull.ts --once). launchd/README.md documents 4 active jobs incl. pull in BOTH the Install and Uninstall code blocks. install-launchd.sh --dry-run lists pull under install and under --uninstall; retired notifier also cleaned.
[audit-new-test] test/launchd-contract.test.ts: pull.plist lints OK, StartInterval=60, runs bun src/pull/pull.ts --once; launchd/README.md documents pull in the install block.
[audit-new-test] test/launchd-contract.test.ts: pull.plist lints OK, StartInterval=60, runs bun src/pull/pull.ts --once; launchd/README.md documents pull in the install block.",E7: launchd/README.md documents 3 jobs; pull.plist absent from install/uninstall instructions,,pass,"new test test/launchd-contract.test.ts: pull.plist lints OK, StartInterval=60, runs bun src/pull/pull.ts --once; launchd/README.md documents pull in the install block. | 全量回归: 747 pass/1 skip/0 fail (docs/history/test-logs/full-test-log-final-20260922-151847.txt)","real bootstrap of pull job not exercised (isolated by design).
real bootstrap of pull job not exercised (isolated by design)."
ISL-01,island,hover-to-expand panel,removed,"As an operator, I get an always-visible floating glance of Q1/Q2 counts that expands on hover","NSPanel (native/island) hover-to-expand per island-web-design.md §2.3; glance + copy-jump only, no approve/deny",behavioral: swift build -c release + owner runtime verification (CGWindowListCreateImage window-scoped capture),removed,,"BLOCKER (open, unresolved): panel renders fully transparent after the first expand->collapse cycle -- window remains correctly tracked on-screen (right level/bounds via CGWindowListCopyWindowInfo) but composites as blank until the next hover. Deterministically reproduced 2/2 by an independent acceptance pass using window-scoped capture (immune to other-window occlusion). Root cause isolated via minimal repro to isOpaque=false (isOpaque=true renders correctly through the identical resize sequence); six standard AppKit fixes tried (needsDisplay/viewsNeedDisplay/displayIfNeeded/orderFront/contentView-reassignment/layerContentsRedrawPolicy) did not resolve it while preserving the required rounded/transparent-corner visual. See island-web-design.md §7 residual risk #4.","removed: unresolved transparency defect, never installable; the dashboard owns this surface",removed (no native island code in src/),removed,"Grep evidence: `find . -name '*.swift'` -> none; `grep -rni 'NSPanel|CGWindowList|isOpaque' src/` -> no matches. Only residual references are throwaway static dashboard mockups (src/web/prototype/serve-prototype.ts serves PROTOTYPE-island.html) and design docs under docs/plans/. The native NSPanel hover-to-expand panel (CGWindowListCreateImage capture, isOpaque=false transparency defect) is gone; the dashboard owns this surface.","BLOCKER (open, unresolved): panel renders fully transparent after the first expand->collapse cycle -- window remains correctly tracked on-screen (right level/bounds via CGWindowListCopyWindowInfo) but composites as blank until the next hover. Deterministically reproduced 2/2 by an independent acceptance pass using window-scoped capture (immune to other-window occlusion). Root cause isolated via minimal repro to isOpaque=false (isOpaque=true renders correctly through the identical resize sequence); six standard AppKit fixes tried (needsDisplay/viewsNeedDisplay/displayIfNeeded/orderFront/contentView-reassignment/layerContentsRedrawPolicy) did not resolve it while preserving the required rounded/transparent-corner visual. See island-web-design.md §7 residual risk #4.",,removed,"Confirmed removed: 0 Swift files, 0 NSPanel/CGWindowList/isOpaque references in src/.",feature removed from codebase; verify removal
CLI-08,cli,doctor diagnostic,pass,"As an operator, one command tells me whether Overload is actually working","doctor checks ledger reachability, pi/omp extension presence, all 5 launchd job states, ingest/pull heartbeat freshness, session-telemetry liveness cross-checked against telemetry_gap evidence, and ~/.overload permissions; prints OK/WARN/FAIL per line, exits 1 on any FAIL",behavioral: injected exec/stat/db fakes,pass,,,pass -- verified live against the real ~/.overload/ledger.db (all-clear) and real launchctl print output,src/cli/doctor.ts runDoctor() (152-165) + src/cli/doctor.test.ts (12 injected exec/stat/db fakes),pass,"Previously untested; now covered by doctor.test.ts: ledger reachability, pi/omp extension presence (WARN if missing), launchd ingest/web KeepAlive=running (FAIL otherwise), maintenance/pull interval last-exit codes (maintenance FAIL/pull WARN), ingest heartbeat <=30s FAIL vs pull <=90s WARN, telemetry:liveness cross-checked vs telemetry_gap rows (FAIL when corroborated, WARN when idle), ~/.overload dir 0700 / db 0600 WARN lines; exitCode=1 iff any FAIL.
[audit-confirmed] 12 runDoctor cases: ledger reachability, extension WARN, ingest/web keepalive FAIL, maintenance last-exit FAIL vs pull WARN, heartbeat freshness, telemetry:liveness cross-check (FAIL/WARN), ~/.overload perms WARN, exit1-on-any-FAIL.
[audit-confirmed] 12 runDoctor cases: ledger reachability, extension WARN, ingest/web keepalive FAIL, maintenance last-exit FAIL vs pull WARN, heartbeat freshness, telemetry:liveness cross-check (FAIL/WARN), ~/.overload perms WARN, exit1-on-any-FAIL.",,,pass,"Previously untested; now covered by doctor.test.ts: ledger reachability, pi/omp extension presence (WARN if missing), launchd ingest/web KeepAlive=running (FAIL otherwise), maintenance/pull interval last-exit codes (maintenance FAIL/pull WARN), ingest heartbeat <=30s FAIL vs pull <=90s WARN,... | 全量回归: 747 pass/1 skip/0 fail (docs/history/test-logs/full-test-log-final-20260922-151847.txt)",
INS-04,installer,local extension install,pass,"As an operator, I install or remove the pi/omp lifecycle extension without manual cp commands","install-extension.sh --install|--uninstall [--dry-run] copies src/extension/overload.ts to ~/.pi/agent/extensions and ~/.omp/agent/extensions, dirs 0700 files 0600; prime intentionally excluded",behavioral: dry-run preview + real install,pass,,,pass -- dry-run previewed correctly; real install produced byte-identical 0600 files at both targets,scripts/install-extension.sh,pass,"Previously untested. --install --dry-run previews ~/.pi and ~/.omp targets. Real install with isolated HOME=/tmp/ovl-ins04: dirs drwx------ (0700), files -rw------- (0600), cmp byte-identical to src/extension/overload.ts at both targets. --uninstall removes both files (extension dirs left empty). Prime intentionally excluded (no ~/.prime target; usage text references docs/guides/integrations.md).
[audit-new-test] test/install-extension.test.ts: isolated HOME real install: ~/.pi and ~/.omp extension dirs 0700, overload.ts 0600 and byte-identical to src/extension/overload.ts; --uninstall removes both; no ~/.prime target.
[audit-new-test] test/install-extension.test.ts: isolated HOME real install: ~/.pi and ~/.omp extension dirs 0700, overload.ts 0600 and byte-identical to src/extension/overload.ts; --uninstall removes both; no ~/.prime target.",,,pass,"new test test/install-extension.test.ts: isolated HOME real install: ~/.pi and ~/.omp extension dirs 0700, overload.ts 0600 and byte-identical to src/extension/overload.ts; --uninstall removes both; no ~/.prime target. | 全量回归: 747 pass/1 skip/0 fail (docs/history/test-logs/full-test-log-final-20260922-151847.txt)",
INS-05,installer,one-shot setup,pass,"As an operator, one command installs everything I need on a fresh machine","setup.sh [--dry-run] runs install-launchd.sh, install-extension.sh, and (best-effort, skipped without jq) install-claude-hooks.sh in sequence",behavioral: dry-run preview,pass,,,pass -- dry-run previewed all three installers in order,scripts/setup.sh,pass,"Previously untested. setup.sh --dry-run runs install-launchd.sh (install ingest/maintenance/pull/web) then install-extension.sh (pi, omp) in sequence, rc=0. Unknown arg exits 2. Note: expected_behavior lists a third best-effort install-claude-hooks.sh step; that step is intentionally absent because the hooks subsystem was removed (see INS-01 blocker) - setup.sh correctly composes only the surviving installers.
[audit-new-test] test/setup-deploy.test.ts: setup.sh --dry-run runs install-launchd.sh before install-extension.sh in order rc=0; unknown arg -> usage rc=2.
[audit-new-test] test/setup-deploy.test.ts: setup.sh --dry-run runs install-launchd.sh before install-extension.sh in order rc=0; unknown arg -> usage rc=2.",,,pass,new test test/setup-deploy.test.ts: setup.sh --dry-run runs install-launchd.sh before install-extension.sh in order rc=0; unknown arg -> usage rc=2. | 全量回归: 747 pass/1 skip/0 fail (docs/history/test-logs/full-test-log-final-20260922-151847.txt),"third install-claude-hooks step intentionally absent (hooks subsystem removed).
third install-claude-hooks step intentionally absent (hooks subsystem removed)."
ATT-01,attention,human attention metrics,removed,"As an operator, I see what my agent fleet costs me in focus, not just what it produces","queryAttention: notifications sent in trailing 24h x refocus_cost_min (config, default 20min), pending decisions avg wait, distinct open contexts (pending asks + q2/q5); surfaced in overload health, digest header Attention line, and web /api/health","unit: src/shared/queries.test.ts boundaries (24h window, state filter, context dedupe) + behavioral: overload health against real ledger",removed,,,"removed: measured deleted notification deliveries, so the metric was permanently zero",,removed,"grep src/ for queryAttention/refocus_cost/refocus/attention_cost: no hits. queryHealth (src/shared/queries.ts:230-243) returns only open_incidents, coverage_gaps, telemetry_gaps — no trailing-24h notification x refocus-cost, no pending-wait, no distinct-open-contexts metric. CLI `health` (src/cli/overload.ts:131-133) prints only those three. The `attention` CLI command and control_attention table are control-plane decision items, not the human-attention-cost metric.
[audit-confirmed] grep src/: queryAttention/refocus_cost/refocus 0 hits; queryHealth returns only open_incidents/coverage_gaps/telemetry_gaps.
[audit-confirmed] grep src/: queryAttention/refocus_cost/refocus 0 hits; queryHealth returns only open_incidents/coverage_gaps/telemetry_gaps.",,,removed,audit confirmed: existing tests,feature removed from codebase; verify removal
